"","X.1","X","all_comments.authorDisplayName","all_comments.likeCount","all_comments.textOriginal","all_comments.publishedAt"
"196",196,196,"Kevin Ayala",0,"if i got his gun next i would do is im not sorry and shoot cruz in the head","4/12/18"
"197",197,197,"Creppy",0,"Uh-oh! It looks like somebody made a whoopsie!","4/12/18"
"198",198,198,"smd2837 Arts",0,"i feel bad not only for victims and those killed but the shooter as well. The fact he was so mentally distraught and ill to do this when he could of received the help he needed but the reports were ignored and he will live the rest of his life knowing what he had done","4/12/18"
"199",199,199,"Morgan Hanway",0,"If this person is SO into killing innocent children that just want to live, this person should just die a terrible death. If anyone tried to harm my class, I would grab a pair of scissors and snip his fingers off so he canÌâå_ÌâåÑÌÄåöt shoot anyone. If I died trying to kill the shooter, I would be happy that I died trying to save my class and keeping them safe instead of being killed without doing something.","4/11/18"
"200",200,200,"AbandonedFunGamer 350",0,"This idiot,stupid, idiotic b is mess the heck up.","4/11/18"
"201",201,201,"Iceyleaf From plant clan",0,"these high schoolers deserve to live longer I would die for all of them to live Rest In Peace. ...","4/11/18"
"202",202,202,"Kyle MacDonald",0,"If anything ever happened to them I would've lost it and I might have ended up going after the shooter with nothing left to lose","4/11/18"
"203",203,203,"Kyle MacDonald",0,"If that happened at my school I would have been scared,not for myself but for my sister's well being","4/11/18"
"204",204,204,"Kyle MacDonald",0,"I've never seen anything more horrifying than this","4/11/18"
"205",205,205,"Myka Pendleton",0,"you know bullying...
teasing.....
and even saying mean words can make this happen bc the ppl who start shooting are maybe hurt in side bc of what ppl say, but still i pray for all kids who had to go through this why cant we live in peace","4/11/18"
"206",206,206,"Luka Ognjanovic",0,"Oof","4/11/18"
"207",207,207,"EP1C MUS1C",0,"Could just ban the guns in America?","4/11/18"
"208",208,208,"Anime lovers Trailer44",0,"These kids can't even deal with a gunner!!! Seriously!! How disappointing","4/11/18"
"209",209,209,"Antonio Covaciu",0,"he did a good thing","4/11/18"
"210",210,210,"Kmca1711 Vlogs",0,"#prayingforparkland","4/11/18"
"211",211,211,"Dr pie",1,"and show the love for the ones shot","4/11/18"
"212",212,212,"Dr pie",1,"I hope Cruz lives a terrible life where everything goes wrong","4/11/18"
"213",213,213,"weeb cunt",1,"GVLP lol","4/18/18"
"214",214,214,"weeb cunt",0,"XRageX10 so ignorant people would use knife's chemical weapons like mustered gas etc.","4/18/18"
"215",215,215,"Brando",0,"+Cheeki Breeki
So, how are the rape numbers in Sweden....? Guns couldn't prevent those though... right?","4/20/18"
"216",216,216,"Cheeki Breeki",0,"There has been ONE school massacre EVER in Sweden and it was some retarded kid with a broadsword, trenchcoat and a mask going after immigrants. Only 3 people died. We do have other problems in Sweden though, like muslims hijacking trucks and running people over.","4/20/18"
"217",217,217,"Clayton Vaughn",0,"Cheeki Breeki when they banned guns.  Gun crimed spiked after that","4/20/18"
"218",218,218,"Brando",0,"+NotMorne 
Hey hey hey, easy now. We can talk, or you can attempt to insult me.
The key word there is ""almost"". The key point I brought up, is the *rise* of knife crimes. If you think taking legal guns away will stop people from getting guns, you probably aren't aware of how many already get them *illegally* . I'm not even really pro gun, I don't need a gun. I just don't think taking them will help and it is in fact denying people of their rights, to force them to give them up.
A crazy person can wield a knife just as easily as they could wield a gun and a knife can be obtained, if the gun cannot.
I happen to believe losing one person to murder, is just as bad as losing ten people.
Did you know civilian gun owners save the lives of 500,000 up to 3 million people each year in the U.S.? 
So, right there you have up to 3 million people who could be involved in deadly gun violence, if they decide to take everyone's gun's. Remember criminals don't need to get them legally.","4/19/18"
"219",219,219,"NotMorne",0,"Brando there are almost no knife mass murderers because with a knife its a lot harder to kill you retarded gun fucker","4/19/18"
"220",220,220,"lateralus",1,"school shootings have been happening since the 70Ìâå_ÌâåÑÌÄåös","4/20/18"
"221",221,221,"Clayton Vaughn",0,"Religion is Cancer dont even try ro blame trump","4/14/18"
"222",222,222,"Sled hijacker",0,"A fucking disgrace to planet earth? The reason you think that is because you don't realize what happened in his life before this. He was a normal person, but he reached a point of insanity. Mentally deceased? Go fuck yourself, a lot of the problem was how he was treated.","4/15/18"
"223",223,223,"Voilturez /Arvid",0,"Sled hijacker did i ever call Nikolas Cruz a psychopath and how can you even to the slightest even care about a disgrace to planet earth. The kid was mentally deceased from the start.","4/15/18"
"224",224,224,"Sled hijacker",0,"You 10 year old loser, think about Nikolas Cruz's state, He reached a point where he couldn't control himself, his mental health should've been looked at. Also, For your damn information being a psychopath doesn't mean you go around killing people, it's a real mental disorder that can cause abnormal, unsocial, and sometimes violent behavior. Learn to educate yourself before you say some stupid shit.","4/14/18"
"225",225,225,"Voilturez /Arvid",0,"Sled hijacker you are a psychopath.","4/14/18"
"226",226,226,"Sled hijacker",0,"I feel bad for Nikolas Cruz, stop acting like he just woke up and decided to kill his former classmates, no in the state he was in it felt like the only option. So stop being so fucking cringy.","4/14/18"
"227",227,227,"Clayton Vaughn",0,"TimeForRandomStuff your so biased","4/14/18"
"228",228,228,"Teddy Bear",0,"For the good kids","4/12/18"
"229",229,229,"ItsMeDylan TV",0,"choco lady yes, she's ducking.","4/19/18"
"230",230,230,"Katie x",0,"EP1C MUS1C IÌâå_ÌâåÑÌÄåöm Irish, thereÌâå_ÌâåÑÌÄåös never been a school shooting but the crime between two families in Dublin City is horrendous. Gun violence on the streets of town especially. 
ItÌâå_ÌâåÑÌÄåös upsetting how the younger generations are discriminated based on their age and not intelligence. When weÌâå_ÌâåÑÌÄåöre going to be the ones pushing the older generations in their wheelchairs_Ìâåª_ÌÄåÊ_ÌâåªÌâåÌâå_Ìâå_ÌâåÑÌâåÌâå_ÌÄåöÌâåÑÌâå«ÌÄåªÌâå!","4/12/18"
"231",231,231,"EP1C MUS1C",0,"Katie x fuck knows, I don't think there will ever BE a gun law in America. I live in the United Kingdom and there's been several incidences related to gun violence in London. Why haven't they done anything yet? I mean fair enough that there is already a gun ban in the UK but that still hasn't stopped shooting related deaths in London. Something needs to be done about it because there's been over 50 people killed by guns in London this year. And around 180 people in America!","4/12/18"
"232",232,232,"Katie x",0,"EP1C MUS1C I know right! ItÌâå_ÌâåÑÌÄåös sad how they treat the younger generation with such lack of respect. How many more kids have to die before something is done?","4/12/18"
"233",233,233,"EP1C MUS1C",0,"Katie x it's getting beyond ridiculous, they recently decided to not send the shooter to prison but instead they sent to a mental hospital?? Fuck me. And not only that President trump has blamed it on his mental state, like wtf is up with that dude?!?!","4/11/18"
"234",234,234,"Katie x",0,"EP1C MUS1C Oh god no. The precious hunters and Trump lickers would never have that_ÌâåªÌÄåö__ÌâåªÌÄåöÌÄåÏ....","4/11/18"
"235",235,235,"Christian Torres",0,"Dr pie no that's where you're wrong. His backstory was really sad","4/21/18"
"236",236,236,"Dr pie",1,"weeb cunt thatÌâå_ÌâåÑÌÄåös where your wrong","4/21/18"
"237",237,237,"Christian Torres",0,"He already did before she did the shooting look at his backstory","4/21/18"
"238",238,238,"weeb cunt",0,"Dr pie no one deserves that not even people like him.","4/18/18"
"239",239,239,"Dr pie",1,"Who let this monster in this world","4/11/18"
"240",240,240,"Luna Payne",0,"I can't believe someone would honestly do something so tragic .. Its so sad for me to see where the human race","4/11/18"
"241",241,241,"The Shadow Girl 101 Cordoba",0,"JUST PLEASE DON'T BE TURNED INTO A STUPID INTERNET CHALLENGE THAT WILL KILL ALL OF US!","4/11/18"
"242",242,242,"Pie Vive",0,"CUSTODY FOR HIM? CUSTODY! HE SHOULD HAVE A WAY WORSE SENTENCE THAN DEATH
LIKE IF YOU AGREE!","4/11/18"
"243",243,243,"We the people See The Truth",0,"Man this is even more cool than that school shooter simulation.","4/11/18"
"244",244,244,"Flaming Beast",0,"Not surprised , he was probably bullied severely so props to him for standing up for himself, that is if he killed bullies cuz fuck bullies , bullies can rot in hell","4/11/18"
"245",245,245,"Ramen Noodles",0,"Poor people had to go through this traumatizing experience.

I just hope all the people that died were horrile horrible people like trump.



buy they probably wernt... :(","4/11/18"
"246",246,246,"James Matheson",0,"I offered them more cameras how much more can anyone do","4/11/18"
"247",247,247,"Melanie Mendoza",0,"It's sad to see you're not safe anywhere anymore first Las Vegas then this and now YouTube HQ, this is what the world has come to it sucks you can't feel safe anywhere","4/10/18"
"248",248,248,"Octo Dinosaur",0,"Guys, remember one of the students (the bald-headed girl) openly admitted that kids, including her, ostracized him at school, yet they don't blame themselves for bullying him, of course they blame guns like all morons do.","4/10/18"
"249",249,249,"It's Shina",0,"This must be hard for the parents....","4/10/18"
"250",250,250,"The Awesome Catz",0,"Why?","4/10/18"
"251",251,251,"Mingok",0,"Only 17 people dead? That was some shitty shooting","4/10/18"
"252",252,252,"Ellenita Jumao-as",0,"report this channel he is a click bait and also unsubscribe to this bitch and leave a dislike fuck ur channel dumb fucker","4/10/18"
"253",253,253,"Animalz IOS",0,"I was in that class I was like OH FUCKING SHIT NIGGA","4/10/18"
"254",254,254,"Idk memes",0,"well this happned in america what an suprise","4/10/18"
"255",255,255,"DorkDIYS",0,"I'm crying so hard right now","4/10/18"
"256",256,256,"Young Wo1f",0,"Maybe they should stop picking on kids fucking retards saying Ìâå_ÌâåÑÌâåÒStop school shootingsÌâå_ÌâåÑÌâå but they canÌâå_ÌâåÑÌÄåöt stop bullying the shooters.","4/10/18"
"257",257,257,"Jayden_De_Goat 69",0,"if i was the cop that arrested him i would strangle the shit outta him","4/10/18"
"258",258,258,"Riley Moore",0,"God bless them","4/10/18"
"259",259,259,"Jerimah Hehehe",0,"I heard BANG BANG BANG BANG","4/10/18"
"260",260,260,"Johnathan A",0,"May god leave a blessing _ÌâåªÌâå¥ÌâåÌâå_Ìâå_Ìâå«ÌÄåªÌâår.i.p","4/10/18"
"261",261,261,"Swaze",0,"They should kill the school shooter slowly","4/10/18"
"262",262,262,"Erin Yellowrobe",0,"Wow this is really sad I feel sorry for the people who died_ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ_","4/10/18"
"263",263,263,"Hunter Parduski",0,"Whoever disliked this video is evil","4/9/18"
"264",264,264,"The iron cat !!!!!",0,"This is crazy,I hate violence,it needs to stop","4/9/18"
"265",265,265,"Glitch in the system",0,"Ha I Knew there were be a school shooting this year I will always trust my side of myself","4/9/18"
"266",266,266,"The Tracy and Charlotte Show!",0,"Jamie GuttenbergÌâå_ÌâåÑÌÄåös body 3:09-3:39","4/9/18"
"267",267,267,"DabHitlerDude Nazi",0,"The white kids shot it up_Ìâåª_ÌâåÓ_ÌâåªÌÄå»ÌâåÑ_ÌâåªÌâåÓÌÄå©_ÌâåªÌÄå»Ìâå£","4/9/18"
"268",268,268,"Vfb Rrt",0,"I think telling that they use smoke bombs is not safe to say out loud","4/9/18"
"269",269,269,"The Ghost Killer08",0,"i remember when i was in amsterdam this came on the news i thought this is fucked up","4/9/18"
"270",270,270,"Yasmin Omer",0,"my cousin went to that school thank god she's ok","4/9/18"
"271",271,271,"Andy Amin",0,"S sorry for What happend :(","4/9/18"
"272",272,272,"Thor, Son of Odin",0,"Ban guns = Civil War","4/9/18"
"273",273,273,"Jedrek Pawlowski",0,"Run
Hide
Fight we should learn how to fight with the gunner","4/9/18"
"274",274,274,"Haveing fun with iPad games",0,"Why do people do this what did the sudents and staff of the school do to deserve this?","4/9/18"
"275",275,275,"that one guy",4,"UAV ready for deployment","4/9/18"
"276",276,276,"Ella Ruz",0,"He killed the innocents students _ÌâåªÌâåÉ__ÌâåªÌâåÉÌâå£_ÌâåªÌâåÉÌâå¢ i'm so shock , why other bad people do this kind of crime , they don't think what will happen if they do this","4/9/18"
"277",277,277,"Ella Ruz",0,"So sad to hear this news _ÌâåªÌâåÉ_ i'm so shock","4/9/18"
"278",278,278,"UFCWWEFan 619",0,"Eat SHIT _ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå__ÌâåªÌâå¥Ìâå_ÌâåªÌâå¥Ìâå_ÌâåªÌâå¥Ìâå_ÌâåªÌâå¥Ìâå_ÌâåªÌâå¥Ìâå_ÌâåªÌâå¥Ìâå","4/9/18"
"279",279,279,"wayne mortell",0,"soros backed proper gander campaign.","4/9/18"
"280",280,280,"patrick star",0,"I know there are kids at my school that want to shoot it up and if there ever is ima just walk out of the biulding","4/9/18"
"281",281,281,"Kennadi Darby",0,"_ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ_","4/9/18"
"282",282,282,"Kennadi Darby",0,"I know who went to the school and died her name is Jamie","4/9/18"
"283",283,283,"Asdro",0,"This people is why you bielive in god if I where in that situation I would have got up took out my pistol out of my bag and fight because god knows if itÌâå_ÌâåÑÌÄåös my time to go and if itÌâå_ÌâåÑÌÄåös not my time god will protect me and help me","4/9/18"
